individual	additiveSNPeff	recessiveSNPeff	domSNPeff	mutationType
Ma17	0	0	0	stop_lost&splice_region_variant
VI06	1	0	1	stop_lost&splice_region_variant
Pi42	0	0	0	stop_lost&splice_region_variant
Ma81	0	0	0	stop_lost&splice_region_variant
Pi84	0	0	0	stop_lost&splice_region_variant
Gz13	0	0	0	stop_lost&splice_region_variant
Es40	0	0	0	stop_lost&splice_region_variant
Gs09	0	0	0	stop_lost&splice_region_variant
Es39	0	0	0	stop_lost&splice_region_variant
Ma15	0	0	0	stop_lost&splice_region_variant
Pi77	0	0	0	stop_lost&splice_region_variant
Pa33	0	0	0	stop_lost&splice_region_variant
Ma47	0	0	0	stop_lost&splice_region_variant
Es48	0	0	0	stop_lost&splice_region_variant
Pa98	0	0	0	stop_lost&splice_region_variant
Gf03	0	0	0	stop_lost&splice_region_variant
VI01	1	0	1	stop_lost&splice_region_variant
Ma40	0	0	0	stop_lost&splice_region_variant
Es79	0	0	0	stop_lost&splice_region_variant
Pi80	0	0	0	stop_lost&splice_region_variant
GG01	0	0	0	stop_lost&splice_region_variant
Pa1	0	0	0	stop_lost&splice_region_variant
Es75	0	0	0	stop_lost&splice_region_variant
Pi93	0	0	0	stop_lost&splice_region_variant
Ma72	0	0	0	stop_lost&splice_region_variant
Gf24	0	0	0	stop_lost&splice_region_variant
Ma52	0	0	0	stop_lost&splice_region_variant
AA03	0	0	0	stop_lost&splice_region_variant
Gz28	0	0	0	stop_lost&splice_region_variant
Pi97	0	0	0	stop_lost&splice_region_variant
Es19	0	0	0	stop_lost&splice_region_variant
Cc21	0	0	0	stop_lost&splice_region_variant
TV02	0	0	0	stop_lost&splice_region_variant
Pi55	0	0	0	stop_lost&splice_region_variant
GR01	0	0	0	stop_lost&splice_region_variant
Ma26	0	0	0	stop_lost&splice_region_variant
Pi79	0	0	0	stop_lost&splice_region_variant
Pa40	0	0	0	stop_lost&splice_region_variant
Pi26	0	0	0	stop_lost&splice_region_variant
Ma69	0	0	0	stop_lost&splice_region_variant
Es99	0	0	0	stop_lost&splice_region_variant
PB01	0	0	0	stop_lost&splice_region_variant
Pa32	0	0	0	stop_lost&splice_region_variant
Ma16	0	0	0	stop_lost&splice_region_variant
Ma19	0	0	0	stop_lost&splice_region_variant
Am05	0	0	0	stop_lost&splice_region_variant
Es6	0	0	0	stop_lost&splice_region_variant
AA01	0	0	0	stop_lost&splice_region_variant
SV01	0	0	0	stop_lost&splice_region_variant
Es85	0	0	0	stop_lost&splice_region_variant
Pi62	0	0	0	stop_lost&splice_region_variant
Es7	0	0	0	stop_lost&splice_region_variant
Pa30	0	0	0	stop_lost&splice_region_variant
Pa37	0	0	0	stop_lost&splice_region_variant
Es68	0	0	0	stop_lost&splice_region_variant
Pa94	0	0	0	stop_lost&splice_region_variant
Mv21	0	0	0	stop_lost&splice_region_variant
Pa57	0	0	0	stop_lost&splice_region_variant
Ma87	0	0	0	stop_lost&splice_region_variant
Se25	1	0	1	stop_lost&splice_region_variant
GB03	1	0	1	stop_lost&splice_region_variant
LC01	0	0	0	stop_lost&splice_region_variant
Po04	0	0	0	stop_lost&splice_region_variant
Ma45	0	0	0	stop_lost&splice_region_variant
Gs19	0	0	0	stop_lost&splice_region_variant
Pi21	0	0	0	stop_lost&splice_region_variant
Br10	0	0	0	stop_lost&splice_region_variant
RI01	0	0	0	stop_lost&splice_region_variant
AA04	0	0	0	stop_lost&splice_region_variant
Es71	0	0	0	stop_lost&splice_region_variant
Pi72	0	0	0	stop_lost&splice_region_variant
Pa29	0	0	0	stop_lost&splice_region_variant
Ma3	0	0	0	stop_lost&splice_region_variant
Am15	0	0	0	stop_lost&splice_region_variant
AA05	0	0	0	stop_lost&splice_region_variant
La01	0	0	0	stop_lost&splice_region_variant
Pa23	0	0	0	stop_lost&splice_region_variant
Pa88	1	0	1	stop_lost&splice_region_variant
Ma29	0	0	0	stop_lost&splice_region_variant
VI07	2	0	2	stop_lost&splice_region_variant
Pi5	0	0	0	stop_lost&splice_region_variant
Es12	0	0	0	stop_lost&splice_region_variant
Ma10	0	0	0	stop_lost&splice_region_variant
Ma4	0	0	0	stop_lost&splice_region_variant
Ma85	0	0	0	stop_lost&splice_region_variant
GB01	1	0	1	stop_lost&splice_region_variant
Ma80	0	0	0	stop_lost&splice_region_variant
Ma36	0	0	0	stop_lost&splice_region_variant
Pa87	0	0	0	stop_lost&splice_region_variant
Ma33	0	0	0	stop_lost&splice_region_variant
Pa28	0	0	0	stop_lost&splice_region_variant
PB03	1	0	1	stop_lost&splice_region_variant
Am18	0	0	0	stop_lost&splice_region_variant
PB02	1	0	1	stop_lost&splice_region_variant
Es59	0	0	0	stop_lost&splice_region_variant
Pa90	0	0	0	stop_lost&splice_region_variant
Ma75	0	0	0	stop_lost&splice_region_variant
GB02	1	0	1	stop_lost&splice_region_variant
VI04	0	0	0	stop_lost&splice_region_variant
CG01	0	0	0	stop_lost&splice_region_variant
LC02	0	0	0	stop_lost&splice_region_variant
Es63	0	0	0	stop_lost&splice_region_variant
St10	0	0	0	stop_lost&splice_region_variant
Es57	0	0	0	stop_lost&splice_region_variant
Ma70	0	0	0	stop_lost&splice_region_variant
Es20	0	0	0	stop_lost&splice_region_variant
Es60	0	0	0	stop_lost&splice_region_variant
Es46	0	0	0	stop_lost&splice_region_variant
Es78	0	0	0	stop_lost&splice_region_variant
Pa67	0	0	0	stop_lost&splice_region_variant
Gf18	0	0	0	stop_lost&splice_region_variant
Ma43	0	0	0	stop_lost&splice_region_variant
Ca12	0	0	0	stop_lost&splice_region_variant
Gs23	0	0	0	stop_lost&splice_region_variant
RI02	0	0	0	stop_lost&splice_region_variant
Ca19	0	0	0	stop_lost&splice_region_variant
Pi18	0	0	0	stop_lost&splice_region_variant
Pa72	0	0	0	stop_lost&splice_region_variant
NU01	0	0	0	stop_lost&splice_region_variant
Cc03	0	0	0	stop_lost&splice_region_variant
Es52	0	0	0	stop_lost&splice_region_variant
Pi12	0	0	0	stop_lost&splice_region_variant
Es56	0	0	0	stop_lost&splice_region_variant
Ma99	0	0	0	stop_lost&splice_region_variant
Pi1	0	0	0	stop_lost&splice_region_variant
Es36	0	0	0	stop_lost&splice_region_variant
Pi86	0	0	0	stop_lost&splice_region_variant
Pa48	1	0	1	stop_lost&splice_region_variant
Ma9	0	0	0	stop_lost&splice_region_variant
Pa36	0	0	0	stop_lost&splice_region_variant
Ma88	0	0	0	stop_lost&splice_region_variant
Es32	0	0	0	stop_lost&splice_region_variant
WT01	0	0	0	stop_lost&splice_region_variant
Es16	0	0	0	stop_lost&splice_region_variant
Pi41	0	0	0	stop_lost&splice_region_variant
AN02	0	0	0	stop_lost&splice_region_variant
Pa77	0	0	0	stop_lost&splice_region_variant
Pa68	0	0	0	stop_lost&splice_region_variant
Br09	0	0	0	stop_lost&splice_region_variant
Ma89	0	0	0	stop_lost&splice_region_variant
Ma56	0	0	0	stop_lost&splice_region_variant
Es41	0	0	0	stop_lost&splice_region_variant
Pi20	0	0	0	stop_lost&splice_region_variant
Es33	0	0	0	stop_lost&splice_region_variant
Ma92	0	0	0	stop_lost&splice_region_variant
Mv05	0	0	0	stop_lost&splice_region_variant
Ma91	0	0	0	stop_lost&splice_region_variant
Ma86	0	0	0	stop_lost&splice_region_variant
St11	0	0	0	stop_lost&splice_region_variant
Pi71	0	0	0	stop_lost&splice_region_variant
Es50	0	0	0	stop_lost&splice_region_variant
Es67	0	0	0	stop_lost&splice_region_variant
Pa100	0	0	0	stop_lost&splice_region_variant
La09	0	0	0	stop_lost&splice_region_variant
Ma2	0	0	0	stop_lost&splice_region_variant
Ma12	0	0	0	stop_lost&splice_region_variant
Pa89	0	0	0	stop_lost&splice_region_variant
Po14	0	0	0	stop_lost&splice_region_variant
Pa61	0	0	0	stop_lost&splice_region_variant
Pa60	0	0	0	stop_lost&splice_region_variant
AN01	0	0	0	stop_lost&splice_region_variant
Ma63	0	0	0	stop_lost&splice_region_variant
Mv93	0	0	0	stop_lost&splice_region_variant
Ma54	0	0	0	stop_lost&splice_region_variant
Pi59	0	0	0	stop_lost&splice_region_variant
Gz29	0	0	0	stop_lost&splice_region_variant
Pi68	0	0	0	stop_lost&splice_region_variant
Pi34	0	0	0	stop_lost&splice_region_variant
Es44	0	0	0	stop_lost&splice_region_variant
Es100	0	0	0	stop_lost&splice_region_variant
Ma6	0	0	0	stop_lost&splice_region_variant
Pa45	0	0	0	stop_lost&splice_region_variant
Pa71	0	0	0	stop_lost&splice_region_variant
Pi28	0	0	0	stop_lost&splice_region_variant
Ma11	0	0	0	stop_lost&splice_region_variant
Ga13	0	0	0	stop_lost&splice_region_variant
Ga95	0	0	0	stop_lost&splice_region_variant
Ma58	0	0	0	stop_lost&splice_region_variant
Pi92	0	0	0	stop_lost&splice_region_variant
Ma98	0	0	0	stop_lost&splice_region_variant
Es17	0	0	0	stop_lost&splice_region_variant
Se26	0	0	0	stop_lost&splice_region_variant
Ma79	0	0	0	stop_lost&splice_region_variant
Po12	0	0	0	stop_lost&splice_region_variant
Mv10	0	0	0	stop_lost&splice_region_variant
Ma38	0	0	0	stop_lost&splice_region_variant
Pa47	0	0	0	stop_lost&splice_region_variant
Ma60	0	0	0	stop_lost&splice_region_variant
Pi7	0	0	0	stop_lost&splice_region_variant
Pi60	0	0	0	stop_lost&splice_region_variant
Cc07	0	0	0	stop_lost&splice_region_variant
Ma37	0	0	0	stop_lost&splice_region_variant
Ma82	0	0	0	stop_lost&splice_region_variant
Pi27	0	0	0	stop_lost&splice_region_variant
Ma27	0	0	0	stop_lost&splice_region_variant
Pi82	0	0	0	stop_lost&splice_region_variant
Ma93	0	0	0	stop_lost&splice_region_variant
Pi81	0	0	0	stop_lost&splice_region_variant
Ma18	0	0	0	stop_lost&splice_region_variant
Am92	0	0	0	stop_lost&splice_region_variant
Ma48	0	0	0	stop_lost&splice_region_variant
Pi96	0	0	0	stop_lost&splice_region_variant
St13	0	0	0	stop_lost&splice_region_variant
Ma5	0	0	0	stop_lost&splice_region_variant
Es76	0	0	0	stop_lost&splice_region_variant
Ma49	0	0	0	stop_lost&splice_region_variant
St06	0	0	0	stop_lost&splice_region_variant
Ma51	0	0	0	stop_lost&splice_region_variant
Gz23	0	0	0	stop_lost&splice_region_variant
Ma50	0	0	0	stop_lost&splice_region_variant
Pi36	0	0	0	stop_lost&splice_region_variant
Pi3	1	0	1	stop_lost&splice_region_variant
Ma53	0	0	0	stop_lost&splice_region_variant
Ma13	0	0	0	stop_lost&splice_region_variant
Br16	0	0	0	stop_lost&splice_region_variant
Ma41	0	0	0	stop_lost&splice_region_variant
Pa96	0	0	0	stop_lost&splice_region_variant
Ca21	0	0	0	stop_lost&splice_region_variant
Es8	0	0	0	stop_lost&splice_region_variant
GE02	0	0	0	stop_lost&splice_region_variant
Ma55	0	0	0	stop_lost&splice_region_variant
Gz07	0	0	0	stop_lost&splice_region_variant
Pa56	0	0	0	stop_lost&splice_region_variant
Pa6	0	0	0	stop_lost&splice_region_variant
Pa63	0	0	0	stop_lost&splice_region_variant
Cc13	0	0	0	stop_lost&splice_region_variant
Pa19	0	0	0	stop_lost&splice_region_variant
Pi58	0	0	0	stop_lost&splice_region_variant
Es55	0	0	0	stop_lost&splice_region_variant
Pa27	0	0	0	stop_lost&splice_region_variant
Ma57	0	0	0	stop_lost&splice_region_variant
Am11	0	0	0	stop_lost&splice_region_variant
TV01	0	0	0	stop_lost&splice_region_variant
Pa14	0	0	0	stop_lost&splice_region_variant
Cc06	0	0	0	stop_lost&splice_region_variant
Pa13	0	0	0	stop_lost&splice_region_variant
Pa24	0	0	0	stop_lost&splice_region_variant
Br19	0	0	0	stop_lost&splice_region_variant
Pi49	0	0	0	stop_lost&splice_region_variant
Pi85	0	0	0	stop_lost&splice_region_variant
Pa86	0	0	0	stop_lost&splice_region_variant
Br21	0	0	0	stop_lost&splice_region_variant
Pa26	0	0	0	stop_lost&splice_region_variant
Se03	0	0	0	stop_lost&splice_region_variant
Pi54	0	0	0	stop_lost&splice_region_variant
GE01	0	0	0	stop_lost&splice_region_variant
Pi51	0	0	0	stop_lost&splice_region_variant
La05	0	0	0	stop_lost&splice_region_variant
Pa53	0	0	0	stop_lost&splice_region_variant
Ma32	0	0	0	stop_lost&splice_region_variant
Es94	0	0	0	stop_lost&splice_region_variant
Es42	0	0	0	stop_lost&splice_region_variant
Es95	0	0	0	stop_lost&splice_region_variant
Br17	0	0	0	stop_lost&splice_region_variant
Ma14	0	0	0	stop_lost&splice_region_variant
Ma73	0	0	0	stop_lost&splice_region_variant
Es88	1	0	1	stop_lost&splice_region_variant
Es92	0	0	0	stop_lost&splice_region_variant
Es22	0	0	0	stop_lost&splice_region_variant
Pi75	0	0	0	stop_lost&splice_region_variant
Es90	0	0	0	stop_lost&splice_region_variant
Pi11	0	0	0	stop_lost&splice_region_variant
Es91	0	0	0	stop_lost&splice_region_variant
Pa92	0	0	0	stop_lost&splice_region_variant
Es98	0	0	0	stop_lost&splice_region_variant
Po11	0	0	0	stop_lost&splice_region_variant
Gs03	0	0	0	stop_lost&splice_region_variant
Cc19	0	0	0	stop_lost&splice_region_variant
Es21	0	0	0	stop_lost&splice_region_variant
Ma65	0	0	0	stop_lost&splice_region_variant
Es14	0	0	0	stop_lost&splice_region_variant
Pa31	0	0	0	stop_lost&splice_region_variant
Es13	0	0	0	stop_lost&splice_region_variant
Ca04	0	0	0	stop_lost&splice_region_variant
Pi39	0	0	0	stop_lost&splice_region_variant
Ma22	0	0	0	stop_lost&splice_region_variant
Pi31	0	0	0	stop_lost&splice_region_variant
St03	0	0	0	stop_lost&splice_region_variant
Pi33	0	0	0	stop_lost&splice_region_variant
Pi29	0	0	0	stop_lost&splice_region_variant
Ma31	0	0	0	stop_lost&splice_region_variant
Pa78	0	0	0	stop_lost&splice_region_variant
Es64	0	0	0	stop_lost&splice_region_variant
Pi94	1	0	1	stop_lost&splice_region_variant
La19	0	0	0	stop_lost&splice_region_variant
Pi14	0	0	0	stop_lost&splice_region_variant
Ma35	0	0	0	stop_lost&splice_region_variant
St14	0	0	0	stop_lost&splice_region_variant
Se27	0	0	0	stop_lost&splice_region_variant
Ma21	0	0	0	stop_lost&splice_region_variant
Pi2	0	0	0	stop_lost&splice_region_variant
Ma34	0	0	0	stop_lost&splice_region_variant
Gz19	0	0	0	stop_lost&splice_region_variant
Pi57	0	0	0	stop_lost&splice_region_variant
Cc15	0	0	0	stop_lost&splice_region_variant
Pi56	0	0	0	stop_lost&splice_region_variant
Es3	0	0	0	stop_lost&splice_region_variant
Es24	0	0	0	stop_lost&splice_region_variant
Pi19	0	0	0	stop_lost&splice_region_variant
Es35	0	0	0	stop_lost&splice_region_variant
Cc04	0	0	0	stop_lost&splice_region_variant
Pi74	0	0	0	stop_lost&splice_region_variant
Es34	0	0	0	stop_lost&splice_region_variant
Pa74	0	0	0	stop_lost&splice_region_variant
Pa42	0	0	0	stop_lost&splice_region_variant
Pa75	0	0	0	stop_lost&splice_region_variant
Pa16	0	0	0	stop_lost&splice_region_variant
Pi15	0	0	0	stop_lost&splice_region_variant
Ma20	0	0	0	stop_lost&splice_region_variant
Pa65	0	0	0	stop_lost&splice_region_variant
Ma83	0	0	0	stop_lost&splice_region_variant
Ma8	0	0	0	stop_lost&splice_region_variant
Ma78	0	0	0	stop_lost&splice_region_variant
Am02	0	0	0	stop_lost&splice_region_variant
Ga91	0	0	0	stop_lost&splice_region_variant
St02	0	0	0	stop_lost&splice_region_variant
St05	0	0	0	stop_lost&splice_region_variant
Pi43	0	0	0	stop_lost&splice_region_variant
St16	0	0	0	stop_lost&splice_region_variant
Po15	0	0	0	stop_lost&splice_region_variant
Am04	0	0	0	stop_lost&splice_region_variant
Am07	0	0	0	stop_lost&splice_region_variant
Am09	0	0	0	stop_lost&splice_region_variant
Pa2	0	0	0	stop_lost&splice_region_variant
Es49	0	0	0	stop_lost&splice_region_variant
Am10	0	0	0	stop_lost&splice_region_variant
Es23	0	0	0	stop_lost&splice_region_variant
Am12	0	0	0	stop_lost&splice_region_variant
Am13	0	0	0	stop_lost&splice_region_variant
Pa20	0	0	0	stop_lost&splice_region_variant
Am16	0	0	0	stop_lost&splice_region_variant
Br12	0	0	0	stop_lost&splice_region_variant
Ga14	0	0	0	stop_lost&splice_region_variant
Ga12	0	0	0	stop_lost&splice_region_variant
Br14	0	0	0	stop_lost&splice_region_variant
Ma23	0	0	0	stop_lost&splice_region_variant
Cc08	0	0	0	stop_lost&splice_region_variant
Am03	0	0	0	stop_lost&splice_region_variant
Br15	0	0	0	stop_lost&splice_region_variant
La11	0	0	0	stop_lost&splice_region_variant
Cc11	0	0	0	stop_lost&splice_region_variant
Pi13	0	0	0	stop_lost&splice_region_variant
Br20	0	0	0	stop_lost&splice_region_variant
Ma77	0	0	0	stop_lost&splice_region_variant
Br23	0	0	0	stop_lost&splice_region_variant
Es53	0	0	0	stop_lost&splice_region_variant
Mv14	0	0	0	stop_lost&splice_region_variant
Ca02	0	0	0	stop_lost&splice_region_variant
Ca16	1	0	1	stop_lost&splice_region_variant
Es43	0	0	0	stop_lost&splice_region_variant
Cc02	0	0	0	stop_lost&splice_region_variant
VI08	0	0	0	stop_lost&splice_region_variant
Cc09	0	0	0	stop_lost&splice_region_variant
Ca03	0	0	0	stop_lost&splice_region_variant
Cc10	0	0	0	stop_lost&splice_region_variant
Am14	0	0	0	stop_lost&splice_region_variant
Cc12	0	0	0	stop_lost&splice_region_variant
Cc17	0	0	0	stop_lost&splice_region_variant
